ID_REF	VALUE	ABS_CALL	Detection p-value	
258315_at	72.5	P	0.008057	
258332_at	566.1	P	0.001221	
258052_at	532.9	P	0.000244	
258050_at	301.4	P	0.001221	
258049_at	732.9	P	0.000244	
258053_at	485.7	P	0.000732	
258054_at	9126.4	P	0.000244	
258055_at	2234.9	P	0.000244	
258051_at	472.4	P	0.000244	
259330_at	604.2	P	0.000732	
259374_at	99.2	A	0.219482	
258048_at	967.4	P	0.000244	
259378_at	350.9	P	0.00415	
259376_at	106.1	A	0.149658	
257517_at	11.8	A	0.828613	
259380_at	325.4	P	0.000732	
259379_at	160.6	P	0.030273	
259329_at	2.1	A	0.72583	
259375_at	9338.6	P	0.000244	
259377_at	128.3	A	0.080566	
259381_s_at	592.1	P	0.000244	
259382_s_at	906.5	P	0.000244	
259328_at	40.2	A	0.5	
259384_at	134.1	A	0.111572	
259327_at	315.4	P	0.000244	
259383_at	824.3	P	0.000244	
259326_at	678.4	P	0.000244	
257229_at	88.6	A	0.080566	
257232_at	705.5	P	0.001953	
257205_at	3518.2	P	0.000244	
257206_at	2977.5	P	0.000244	
257230_at	84.1	A	0.27417	
257231_at	42.7	A	0.111572	
258437_at	672	P	0.000244	
258432_at	698.8	P	0.000732	
258431_at	15.1	A	0.665527	
258427_at	35.8	A	0.219482	
258428_at	96.1	A	0.19458	
258429_at	165.6	P	0.001953	
258381_at	993.2	P	0.000732	
258433_at	14054.3	P	0.000244	
258380_at	148.1	P	0.00293	
258418_at	431.3	P	0.00415	
258419_at	3504	P	0.000244	
258420_at	25.8	A	0.19458	
258421_at	165.3	P	0.001221	
258379_at	311.8	P	0.008057	
258422_at	43.5	P	0.030273	
258436_at	325.3	P	0.00293	
258423_at	68.6	A	0.067627	
258435_at	306.8	P	0.001953	
258424_at	154.2	P	0.001221	
258425_at	340.2	P	0.000732	
258434_at	3735	P	0.000732	
258410_at	2070.6	P	0.000244	
258430_at	487.5	P	0.001953	
258426_at	114.3	A	0.149658	
257650_at	167.6	A	0.149658	
257652_at	521.2	P	0.000732	
257553_at	670.3	P	0.001953	
257648_at	342.6	P	0.000244	
257651_at	1312.8	P	0.000244	
257649_at	56.3	A	0.111572	
256790_at	217.8	P	0.000244	
256763_at	112.8	P	0.023926	
257571_at	279.2	P	0.001221	
257572_at	58.7	A	0.095215	
257928_at	98.6	A	0.171387	
257880_at	319.5	P	0.000732	
257896_at	63.9	A	0.149658	
257882_at	3.5	A	0.850342	
257883_at	325.1	P	0.001221	
257895_at	354.4	P	0.000732	
257884_at	5.9	A	0.80542	
257885_at	10.6	A	0.888428	
257929_at	33.3	A	0.219482	
257888_at	413.4	P	0.037598	
257893_at	822.9	P	0.005859	
257930_at	29.2	A	0.5	
257892_at	4059.5	P	0.000244	
257931_at	163.4	P	0.010742	
257932_at	1000.6	P	0.000244	
257905_at	5.8	A	0.966797	
257886_at	5.9	A	0.932373	
257889_at	3.3	A	0.969727	
257887_at	895.3	P	0.000244	
257894_at	622.5	P	0.000244	
257874_at	35.3	A	0.466064	
257875_at	264	P	0.030273	
257876_at	180.3	P	0.000732	
257877_at	6.2	A	0.80542	
257878_at	27.6	A	0.601074	
257879_at	289.8	P	0.000732	
257891_at	1683.5	P	0.000244	
257881_at	70.1	A	0.095215	
257133_at	4.2	A	0.904785	
258412_at	4626.1	P	0.000244	
258465_at	37.2	A	0.665527	
258438_at	86.5	A	0.067627	
258439_at	1566	P	0.000732	
258440_at	281.1	P	0.023926	
258441_at	4.6	A	0.567627	
258411_at	72.5	A	0.19458	
258459_at	11.1	A	0.780518	
258413_at	331.5	P	0.001221	
258416_at	319.7	P	0.00415	
258460_at	223.8	P	0.018555	
258461_at	155.3	P	0.005859	
258462_at	303.3	P	0.008057	
258464_at	83.1	P	0.023926	
258417_at	503.7	P	0.010742	
258414_at	119.4	P	0.005859	
258415_at	12307.3	P	0.000244	
258463_at	1271.4	P	0.000244	
257295_at	131.8	P	0.001221	
257238_at	413.9	P	0.023926	
257269_at	487.4	P	0.000732	
257268_at	241.8	P	0.000244	
258404_at	307.6	P	0.001221	
258375_at	303.4	M	0.056152	
258378_at	36.1	A	0.246094	
258350_at	578.7	P	0.000244	
258347_at	10.1	A	0.633789	
258405_at	402.8	P	0.000244	
258352_at	19.4	A	0.432373	
258349_at	102.7	P	0.010742	
258406_at	292.3	P	0.023926	
258407_at	72.2	A	0.5	
258408_at	100.8	P	0.030273	
258409_at	296.3	M	0.056152	
258353_s_at	402.8	P	0.00293	
258376_at	315.6	P	0.01416	
258377_at	46.2	A	0.432373	
258351_at	321.1	P	0.000244	
258348_at	77	A	0.129639	
257862_s_at	6.7	A	0.828613	
257863_at	25.5	A	0.72583	
257864_at	193.7	P	0.005859	
257865_at	505.9	P	0.000244	
257866_at	715.4	P	0.001953	
257867_at	930.7	P	0.000244	
258158_at	752.3	P	0.000244	
258188_at	1350.1	P	0.000244	
258162_at	543.6	P	0.000732	
258160_at	1131.4	P	0.000732	
258220_at	119.9	A	0.246094	
258159_at	556.5	P	0.000244	
258186_s_at	553.9	P	0.000732	
258189_at	343.1	P	0.018555	
258187_at	255.2	P	0.008057	
258219_at	688.1	P	0.000244	
258211_at	41.9	P	0.000244	
258165_at	491.1	P	0.000244	
258164_at	287.4	P	0.00415	
258212_at	311.6	P	0.001221	
258161_at	2101.1	P	0.000244	
258163_at	1035.7	P	0.000244	
258213_at	100.2	A	0.149658	
258214_at	290.3	P	0.000244	
258215_at	889.9	P	0.000732	
258216_at	107	A	0.149658	
258217_at	463.9	P	0.000244	
258218_at	1165.7	P	0.001221	
257897_at	326.2	P	0.005859	
258141_at	924.7	P	0.000244	
258123_at	468.6	P	0.000244	
258156_at	2246.4	P	0.000244	
258146_at	2187.4	P	0.000732	
258147_at	15.7	A	0.5	
258151_at	9496.5	P	0.000244	
258148_s_at	264.1	A	0.149658	
258157_at	98.5	P	0.000244	
258149_at	556.6	P	0.000244	
258142_at	50	A	0.696289	
258155_at	3154.5	P	0.000244	
258150_at	257.8	P	0.000244	
258153_at	546.2	P	0.01416	
258143_at	31.5	A	0.432373	
258144_at	4.1	A	0.753906	
258152_at	1921.5	P	0.000244	
258145_at	16.1	A	0.601074	
258154_at	275.7	P	0.000244	
258124_at	380.7	P	0.018555	
257065_at	5.1	A	0.943848	
257060_at	427.1	P	0.001221	
257063_s_at	347.9	P	0.018555	
257061_at	1453.7	P	0.000732	
257064_at	129.8	M	0.056152	
257067_at	434.1	P	0.018555	
257066_at	941.5	P	0.000244	
257062_at	1321.8	P	0.000244	
257728_at	147.5	P	0.008057	
257716_at	32.7	A	0.533936	
257721_at	152.6	A	0.067627	
257733_at	368.4	P	0.046143	
257726_at	26.5	A	0.753906	
257734_at	654.9	P	0.000244	
257727_at	382.5	P	0.008057	
257717_at	1281.6	P	0.000244	
257718_at	15.6	A	0.466064	
257730_at	1076.2	P	0.000244	
257731_at	693.8	P	0.000244	
257719_at	303.4	P	0.00415	
257720_at	23.7	A	0.171387	
257550_at	47.4	P	0.037598	
257732_at	490.2	P	0.000244	
257722_at	3761.3	P	0.000244	
257723_at	753.6	P	0.000244	
257724_at	90.5	P	0.008057	
257729_at	296.9	P	0.000244	
257808_at	399.3	P	0.01416	
257725_at	259	P	0.00415	
256826_at	33.1	A	0.533936	
256799_at	104.8	A	0.219482	
256827_at	8.5	A	0.870361	
256797_at	1271	P	0.000732	
256852_at	7.9	A	0.72583	
256798_at	105.9	A	0.111572	
256853_at	246	P	0.023926	
257549_at	17.3	A	0.567627	
257757_at	119.6	A	0.080566	
257806_at	41.9	A	0.633789	
257756_at	2658.7	P	0.000244	
257751_at	197.1	P	0.008057	
257747_at	53.4	A	0.080566	
257748_at	216.9	P	0.046143	
257752_at	29.4	A	0.533936	
257753_at	11047.2	P	0.000244	
257801_at	141.6	P	0.005859	
257755_at	416.8	P	0.000244	
257802_at	114.4	A	0.095215	
257749_at	6544.1	P	0.000244	
257803_at	385.3	P	0.00293	
257750_at	247.7	P	0.000732	
257804_at	95.3	P	0.000244	
257754_at	1434.5	P	0.000244	
257805_at	1945.2	P	0.000244	
256651_at	110	A	0.080566	
256652_at	471.5	P	0.000732	
256657_at	734.3	P	0.001221	
256653_at	140.4	A	0.129639	
256654_at	80.5	A	0.219482	
256655_at	1836	P	0.000244	
256656_at	88.6	A	0.533936	
256943_at	170.2	P	0.005859	
256948_at	212.2	P	0.000244	
256917_at	133.2	P	0.023926	
256921_at	402.7	P	0.001953	
256918_s_at	245	P	0.000244	
256919_at	62.9	P	0.000732	
256920_at	409.7	P	0.000244	
256944_at	263.4	P	0.000244	
256892_at	427.8	P	0.000244	
256922_at	3184.8	P	0.000244	
256945_at	5.4	A	0.870361	
256891_at	309.7	P	0.001953	
256946_at	106.7	A	0.27417	
256947_at	10.3	A	0.828613	
256949_at	3	A	0.888428	
256950_at	114.7	A	0.19458	
256951_at	86.2	A	0.129639	
256638_at	126.3	P	0.037598	
257024_at	310	P	0.01416	
257030_at	46.3	A	0.366211	
257036_at	183.6	A	0.095215	
257037_at	872.3	P	0.000244	
257032_at	43	A	0.111572	
257039_at	87.9	M	0.056152	
257033_at	3917.2	P	0.000244	
257034_at	13.4	A	0.665527	
257025_at	405.9	P	0.001953	
257026_at	71.3	A	0.149658	
257027_at	3.6	A	0.665527	
257040_at	281.2	P	0.001221	
257028_at	102.8	P	0.005859	
257029_at	480.7	P	0.000244	
257038_at	583.1	P	0.000244	
257035_at	65.1	A	0.432373	
257031_at	116.2	P	0.010742	
258026_at	371.8	P	0.000244	
258010_at	122.8	A	0.27417	
258012_at	63.7	P	0.008057	
258013_at	71.5	A	0.334473	
258014_at	111.8	A	0.398926	
258015_at	447.6	P	0.000244	
258016_at	123.2	P	0.008057	
258024_at	142.9	P	0.000244	
258017_at	142.7	P	0.001953	
258021_at	93.6	P	0.01416	
258005_at	42	A	0.398926	
258006_at	610.9	P	0.000244	
258007_at	832.6	P	0.000244	
258008_at	61.9	A	0.129639	
258009_at	135.3	P	0.023926	
258023_at	903.7	P	0.000732	
258022_at	433.2	P	0.000244	
258019_at	80.9	P	0.018555	
258025_at	608.5	P	0.000732	
258020_at	2573.9	P	0.000244	
258018_at	181.7	A	0.080566	
258011_at	101.1	P	0.001221	
258027_at	604.8	P	0.000244	
256565_at	32.2	A	0.432373	
256568_at	487.1	P	0.00415	
256566_at	8.1	A	0.696289	
256570_at	578.3	P	0.001953	
256569_at	164.7	P	0.001221	
256567_at	704.5	P	0.000244	
257047_at	241.6	P	0.00293	
257022_at	181.4	P	0.030273	
257020_at	308.1	P	0.000732	
257563_at	34	P	0.023926	
257017_at	107.7	A	0.149658	
257018_at	260.7	P	0.023926	
257019_at	479	P	0.000244	
257073_at	185.1	P	0.000244	
257074_at	75	P	0.046143	
257075_at	183.4	P	0.018555	
257076_at	513	P	0.000244	
257077_at	21.9	A	0.398926	
257043_at	36.4	A	0.432373	
257021_at	4573.1	P	0.000244	
257044_at	1723.2	P	0.000244	
257045_at	87.8	P	0.001953	
257046_at	807.5	P	0.000244	
257048_at	48.8	A	0.466064	
257023_at	1610.7	P	0.000244	
257989_at	205.3	P	0.000244	
257961_at	1.4	A	0.737793	
257962_at	598.3	P	0.000732	
257966_at	1793.5	P	0.001221	
257937_at	977.8	P	0.000244	
257938_at	4148.9	P	0.000244	
257963_at	207.1	P	0.000732	
257964_at	404.5	P	0.000244	
257990_at	452	P	0.000732	
257991_at	251.6	P	0.023926	
257992_at	46.7	A	0.633789	
257993_at	28.6	A	0.246094	
257965_at	702.4	P	0.000732	
257967_at	807.5	P	0.000244	
257994_at	5.6	A	0.962402	
257939_at	1399.7	P	0.000244	
257995_at	4.9	A	0.919434	
257996_at	577.4	P	0.000244	
256623_at	579.2	P	0.000244	
256627_at	132.4	P	0.018555	
256629_at	837.6	P	0.000244	
256624_at	390.5	P	0.000732	
256628_at	1073.9	P	0.000244	
256625_at	154	A	0.095215	
256626_at	259.4	P	0.00293	
257116_at	200.3	A	0.067627	
257123_at	33.6	A	0.432373	
257124_at	112.3	A	0.246094	
257125_at	1942.9	P	0.000244	
257126_at	1354.8	P	0.000244	
257127_at	276.9	P	0.030273	
257128_at	17	A	0.665527	
257142_at	70.9	A	0.129639	
257129_at	119.2	M	0.056152	
257143_at	3.1	A	0.780518	
257112_at	162.5	P	0.001953	
257113_at	97.6	A	0.219482	
257114_at	2.2	A	0.633789	
257115_at	141.4	P	0.01416	
257117_at	3.9	A	0.72583	
257118_at	7.1	A	0.601074	
257119_at	6.9	A	0.665527	
257120_at	80.7	A	0.246094	
257130_at	17.8	A	0.466064	
257121_at	69.3	A	0.27417	
257132_at	1736.7	P	0.000244	
257131_at	648.6	P	0.005859	
257122_at	465.7	P	0.000244	
257663_at	97	A	0.111572	
257666_at	355.4	P	0.000732	
257622_at	149.5	A	0.149658	
257677_at	597.9	P	0.000732	
257672_at	289.6	P	0.037598	
257675_at	531.6	P	0.000732	
257676_at	659.5	P	0.000244	
257680_at	959.4	P	0.000244	
257670_at	37.8	A	0.219482	
257673_at	90.3	A	0.303711	
257674_at	6180.5	P	0.000244	
257664_at	31.7	A	0.466064	
257621_at	464.2	P	0.000244	
257678_at	132.6	P	0.008057	
257665_at	291.2	P	0.000244	
257667_at	323.8	P	0.01416	
257671_at	46.1	A	0.601074	
257668_at	53.3	A	0.149658	
257679_at	131.8	P	0.010742	
257669_at	74.4	P	0.046143	
257094_at	60.5	A	0.366211	
257086_at	131.6	P	0.030273	
257087_at	920.2	P	0.000244	
257088_at	1055.4	P	0.001221	
257089_at	28.1	A	0.466064	
257090_at	3.7	A	0.850342	
257091_at	36.2	A	0.246094	
257092_at	284.7	P	0.001953	
257095_at	249.1	P	0.000244	
257093_at	627.5	P	0.000244	
257082_at	8.6	A	0.665527	
257083_s_at	410.3	P	0.000732	
257084_at	271.6	A	0.366211	
257085_at	266.8	P	0.000244	
256696_at	503.5	P	0.000732	
256697_at	83.6	A	0.19458	
256666_at	2732	P	0.000244	
256698_at	509.1	P	0.00293	
256699_at	3.9	A	0.850342	
256665_at	116.6	P	0.030273	
257574_at	24.2	A	0.432373	
257973_at	404.2	P	0.000244	
257979_at	64.2	A	0.111572	
257987_at	417.8	P	0.000244	
257980_at	8.6	A	0.828613	
257981_at	2170	P	0.000244	
257982_at	96.2	P	0.037598	
257983_at	707.4	P	0.00415	
257984_at	721	P	0.000244	
257985_at	217.3	P	0.005859	
257974_at	2628.8	P	0.000244	
257975_at	110.7	A	0.246094	
257976_at	69.6	A	0.303711	
257977_at	39.1	A	0.171387	
257978_at	113.5	P	0.023926	
257986_at	96.3	A	0.432373	
257988_at	857.1	P	0.000732	
257544_at	45	A	0.246094	
256800_at	17.7	A	0.432373	
256806_at	182.7	A	0.111572	
256804_at	879.8	P	0.000244	
256805_at	670.1	P	0.000244	
256801_at	1.8	A	0.989258	
256802_at	49.3	A	0.149658	
256803_at	52.3	A	0.19458	
256807_at	475.1	P	0.000244	
256973_at	48	A	0.27417	
256974_at	3.4	A	0.888428	
256975_at	4.5	A	0.888428	
256976_at	79.8	A	0.334473	
256977_at	2.3	A	0.943848	
256979_at	22732	P	0.000244	
256967_at	313.9	P	0.005859	
256968_at	65.9	P	0.008057	
256969_at	108	A	0.398926	
256970_at	92.4	A	0.171387	
256971_at	7.1	A	0.932373	
256978_at	361.2	P	0.000244	
256972_at	436.6	P	0.000732	
256952_at	338.4	P	0.01416	
258032_at	95.7	A	0.111572	
258041_at	221	P	0.00293	
258035_at	67.6	A	0.398926	
258040_at	559.6	P	0.000244	
258039_at	1853.5	P	0.000244	
258036_at	87.6	A	0.149658	
258046_at	583.3	P	0.001221	
258037_at	165.1	M	0.056152	
258047_at	261.3	P	0.030273	
258033_at	335.1	P	0.000244	
258038_at	178.9	P	0.023926	
258044_at	371.2	P	0.000244	
258045_at	197	P	0.000244	
258043_at	182.8	P	0.000244	
258034_at	340	P	0.018555	
258042_at	103.3	A	0.129639	
256811_at	4	A	0.943848	
256812_at	256.1	P	0.005859	
256813_at	232.4	P	0.005859	
256814_at	7.4	A	0.943848	
256815_at	4	A	0.80542	
256819_at	376.7	P	0.000244	
256816_at	222.2	P	0.00293	
256817_at	15.3	A	0.696289	
256818_at	174.9	A	0.171387	
256808_at	315.3	P	0.010742	
256809_at	101.8	A	0.366211	
256810_at	199.5	P	0.030273	
258174_at	70.9	A	0.246094	
258180_at	129.5	P	0.018555	
258182_at	51.2	A	0.366211	
258184_at	123.2	P	0.000732	
257540_at	142.3	P	0.037598	
258166_at	267.2	P	0.005859	
258183_at	355.4	P	0.030273	
258167_at	996.7	P	0.000244	
258168_at	95.3	P	0.046143	
258185_at	540.6	P	0.001953	
258169_at	37.9	A	0.398926	
258170_at	127.3	P	0.00293	
258171_at	474.6	P	0.001221	
258172_at	50.4	A	0.533936	
258173_at	698.1	P	0.000244	
258175_at	331.6	P	0.001953	
258176_at	405.2	P	0.001953	
258177_at	6.1	A	0.696289	
258181_at	855	P	0.000732	
258178_at	20.1	A	0.5	
258179_at	798.9	P	0.000244	
257951_at	167.7	P	0.023926	
257946_at	32.5	A	0.398926	
257947_at	5.8	A	0.888428	
257948_at	154	P	0.00415	
257949_at	252.1	P	0.010742	
257954_at	362.2	P	0.000244	
257952_at	181.9	P	0.01416	
257950_at	26.4	A	0.303711	
257940_at	194	P	0.000244	
257941_at	41.2	A	0.171387	
257955_at	272.6	P	0.023926	
257942_at	2.6	A	0.80542	
257943_at	16.5	A	0.129639	
257944_at	1	A	0.962402	
257945_at	3.8	A	0.633789	
257953_at	666.7	P	0.001221	
256894_at	290.5	P	0.01416	
257262_at	137.7	A	0.149658	
257261_s_at	59.1	M	0.056152	
257254_at	356.9	P	0.010742	
257255_at	43.6	A	0.334473	
257256_at	23.1	A	0.398926	
257558_s_at	29	A	0.246094	
257257_at	78.2	P	0.01416	
257258_at	53.9	A	0.303711	
257559_at	9.8	A	0.696289	
257264_at	493	P	0.000732	
257263_at	149.6	A	0.366211	
257259_at	22.1	A	0.19458	
257260_at	467	P	0.000732	
256795_at	2647.6	P	0.000244	
256825_at	11160.8	P	0.000732	
256824_at	19.5	A	0.398926	
256791_at	30.8	A	0.334473	
256792_at	329.3	P	0.008057	
256793_at	306.5	A	0.171387	
256820_at	599.5	P	0.001953	
256821_at	121.5	A	0.111572	
256822_at	349.2	P	0.001953	
256765_at	2369.5	P	0.000244	
256796_at	4510.3	P	0.000244	
256823_at	255.5	P	0.00293	
256794_at	2530.5	P	0.000244	
256766_at	21071.6	P	0.000244	
256617_at	27041.7	P	0.000732	
256615_at	54.8	A	0.129639	
256616_at	207.2	A	0.067627	
258443_at	84.8	P	0.001953	
258448_at	490.2	P	0.000244	
258454_at	452.1	P	0.000244	
258449_s_at	1244.5	P	0.000244	
258453_at	1195.4	P	0.000244	
258450_at	3.9	A	0.888428	
257537_at	32.5	A	0.633789	
258451_at	22.5	A	0.80542	
258452_at	1217.4	P	0.001953	
258444_at	1620.7	P	0.001953	
258445_at	174	P	0.001953	
258456_at	524.1	P	0.000244	
258457_at	375.3	P	0.000244	
258446_at	106.6	P	0.008057	
258458_at	97.5	P	0.001221	
258455_at	1567.1	P	0.001953	
258447_at	169.3	M	0.056152	
256930_at	202.7	P	0.001953	
256936_at	646.9	P	0.005859	
256931_at	5.9	A	0.696289	
256938_at	18.6	A	0.601074	
256932_at	559.1	P	0.000244	
256934_at	552.5	P	0.000244	
256926_at	91.7	P	0.001221	
256927_at	151	P	0.008057	
256935_at	16.7	A	0.696289	
256928_at	467	P	0.000732	
256933_at	2108.9	P	0.000244	
256929_at	7.7	A	0.80542	
256937_at	54.4	A	0.149658	
256939_at	1361.4	P	0.000732	
258327_at	61.4	A	0.19458	
258344_at	5.3	A	0.72583	
258316_at	333	P	0.001953	
258317_at	140.4	P	0.018555	
258318_at	321	P	0.000244	
258346_at	67.6	A	0.171387	
258319_at	14.8	A	0.633789	
258320_at	47.2	A	0.303711	
258322_at	349.9	P	0.000732	
258323_at	150.2	A	0.303711	
258326_at	254.9	P	0.000244	
258340_at	37.2	A	0.067627	
258324_at	357	P	0.000244	
258341_at	150.6	P	0.000244	
258342_at	51.3	A	0.246094	
258343_at	37.9	A	0.171387	
258325_at	17.2	A	0.144531	
258321_at	368.8	P	0.005859	
258345_at	1365.6	P	0.000244	
256829_at	717.2	P	0.005859	
256830_at	28.4	A	0.334473	
256831_at	78.4	P	0.037598	
256832_at	265.3	P	0.000732	
256835_at	5042.4	P	0.000244	
256837_at	91.4	A	0.067627	
256833_at	78.9	A	0.246094	
256834_at	27	A	0.334473	
256839_at	6.7	A	0.696289	
256859_at	3.2	A	0.981445	
256838_at	1293.1	P	0.000244	
256836_at	2690.9	P	0.000244	
256828_at	1677.2	P	0.001221	
257758_at	387.4	P	0.001953	
257770_at	757.8	P	0.010742	
257771_at	1662.3	P	0.000244	
257764_at	17.2	A	0.533936	
257765_at	70.5	P	0.001953	
257766_at	399.4	P	0.00415	
257767_at	42.6	A	0.219482	
257769_at	1306.2	P	0.000244	
257768_at	7	A	0.80542	
257759_at	462.7	P	0.000732	
257772_at	921.5	P	0.000244	
257760_s_at	14.8	A	0.696289	
257761_at	52.8	A	0.246094	
257762_at	187.3	P	0.005859	
257763_s_at	666.3	P	0.000732	
257915_at	76.1	A	0.398926	
257922_at	105.6	P	0.00293	
257923_at	133.6	A	0.171387	
257925_at	174.1	P	0.005859	
257924_at	58.1	A	0.366211	
257545_at	168.1	P	0.030273	
257916_at	362.4	P	0.000732	
257917_at	6.2	A	0.850342	
257918_at	7.8	A	0.753906	
257927_at	54.9	A	0.067627	
257919_at	33.5	A	0.5	
257920_at	57.2	A	0.398926	
257921_at	15.1	A	0.067627	
257926_at	3321.6	P	0.000244	
256942_at	368	P	0.000244	
258288_at	207	P	0.00293	
258298_at	1099	P	0.000244	
258291_at	332.2	P	0.000244	
258297_at	1528.2	P	0.000244	
258292_at	97.6	P	0.005859	
258300_at	135.6	P	0.00293	
258294_at	47.8	A	0.334473	
258296_at	5438	P	0.000244	
258295_at	5224.7	P	0.000244	
258299_at	642	P	0.00293	
258293_at	230.3	P	0.037598	
258289_at	6.5	A	0.665527	
258290_at	0.2	A	0.960449	
257175_s_at	241.7	P	0.000244	
257177_at	1762.2	P	0.000732	
257176_s_at	538.2	P	0.001221	
258125_s_at	178.5	P	0.000244	
258099_at	271.9	P	0.000244	
258100_at	463.5	P	0.000244	
258107_at	406.1	A	0.067627	
258108_at	1181.9	P	0.000244	
258106_at	1003.5	P	0.000244	
258101_at	458	P	0.023926	
258102_at	3038.9	P	0.000244	
258105_at	360	P	0.000244	
258095_at	181.1	P	0.005859	
258104_at	1020.5	P	0.000244	
258103_at	17.6	A	0.72583	
258109_at	563.3	P	0.001221	
258096_at	2.3	A	0.953857	
258097_at	603.5	P	0.000244	
258098_at	156.4	P	0.00293	
257195_at	30.9	A	0.171387	
257198_at	613.8	P	0.005859	
257172_at	3116.3	P	0.000244	
257199_at	451.3	P	0.000244	
257200_at	9.6	A	0.398926	
257203_at	479.6	P	0.000244	
257201_at	105.8	A	0.27417	
257202_at	517.3	P	0.000244	
257171_at	432.3	P	0.000244	
257170_at	60.6	A	0.366211	
257196_at	166.2	P	0.01416	
257197_at	64.2	A	0.27417	
257204_at	432.1	P	0.000244	
257173_at	8204.4	P	0.000244	
256865_at	4954.1	P	0.000244	
256890_at	1090.7	P	0.000244	
256860_at	183.2	P	0.00415	
256912_at	27	A	0.246094	
256913_at	145.7	P	0.010742	
256914_at	122.2	P	0.023926	
256864_at	195.4	P	0.000244	
256915_at	445.5	P	0.000244	
256902_s_at	245.6	P	0.00293	
256861_at	604.5	P	0.000244	
257567_at	7.9	A	0.80542	
256862_at	2088.9	P	0.000244	
256903_at	15.1	A	0.432373	
257568_s_at	51.3	A	0.246094	
256904_at	291.5	M	0.056152	
256905_at	1236.2	P	0.000244	
256906_at	67.7	A	0.466064	
256889_at	455.2	P	0.018555	
256907_at	558.6	P	0.005859	
256908_at	525	P	0.000732	
256916_at	857.4	P	0.000732	
256909_at	13.8	A	0.72583	
256863_at	149.2	P	0.00293	
256910_at	453	P	0.001221	
256911_at	155	P	0.00415	
257239_at	181.7	P	0.001953	
257245_at	107.5	P	0.018555	
257250_at	430.7	P	0.000732	
257246_at	2.8	A	0.888428	
257247_at	296.8	P	0.000244	
257248_at	200.2	A	0.129639	
257251_at	4740.3	P	0.000244	
257252_at	1439	P	0.000244	
257249_at	895.8	P	0.000244	
257253_at	1099.6	P	0.000244	
257240_at	616	P	0.01416	
257241_at	22.7	A	0.780518	
257242_at	6.3	A	0.943848	
257243_at	56.2	P	0.030273	
257244_at	113.7	A	0.149658	
256645_at	204	A	0.111572	
257156_at	8.8	A	0.870361	
257561_at	43.6	A	0.303711	
257161_at	5.2	A	0.850342	
257162_s_at	5.3	A	0.828613	
257163_at	1	A	0.904785	
257169_at	459.2	P	0.000732	
257164_at	147.9	A	0.149658	
257165_at	25.1	A	0.80542	
257167_at	60.6	A	0.129639	
257157_at	803.6	P	0.000244	
257158_at	27.9	A	0.533936	
257159_at	4.1	A	0.932373	
257160_at	5.3	A	0.976074	
257168_at	2671.4	P	0.000244	
256618_at	142.2	P	0.00293	
256621_at	67.5	A	0.091553	
256619_at	9.6	A	0.888428	
256620_at	247	P	0.023926	
258126_at	363.2	P	0.000244	
258138_at	238.2	P	0.000244	
258133_at	91.1	P	0.010742	
258140_at	5362.1	P	0.000244	
258135_at	399.8	P	0.000244	
258130_at	28.7	A	0.398926	
258137_at	137.4	P	0.000244	
258139_at	127.9	A	0.095215	
258134_at	222.9	P	0.000732	
258131_at	8.7	A	0.962402	
258132_at	847.2	P	0.000732	
258136_at	187.3	P	0.000244	
258127_at	1000.6	P	0.000244	
258128_at	1475.2	P	0.000244	
258129_at	6.7	A	0.633789	
256896_at	71.4	A	0.129639	
256897_at	15.5	A	0.432373	
256898_at	47.2	A	0.398926	
256899_at	160.4	P	0.005859	
256900_at	182.3	P	0.00293	
256895_at	86.7	A	0.080566	
257166_at	1.1	A	0.567627	
257618_at	97	A	0.19458	
257594_at	360	P	0.008057	
257595_at	22.4	A	0.466064	
257596_at	347.7	P	0.001953	
257600_at	607.6	P	0.000244	
257555_at	69.7	M	0.056152	
257597_at	20.6	A	0.601074	
257598_at	246.6	P	0.01416	
257619_at	81.4	P	0.030273	
257601_at	112.6	P	0.000244	
257599_at	8386.1	P	0.000244	
257593_at	67	P	0.037598	
257620_at	15.7	A	0.567627	
257590_s_at	378.1	P	0.001953	
257554_at	121.7	P	0.030273	
257591_at	171.2	P	0.008057	
257592_at	53.4	A	0.129639	
257099_s_at	66.1	P	0.000244	
257100_at	650.8	P	0.000244	
257101_at	330.8	P	0.000244	
257104_at	1447.7	P	0.000244	
257102_at	47.5	A	0.533936	
257103_at	31.3	A	0.398926	
257868_at	930.7	P	0.000244	
257839_at	16.5	A	0.5	
257812_at	23.5	A	0.753906	
257813_at	159.2	P	0.005859	
257814_at	131	P	0.005859	
257818_at	526.7	P	0.000244	
257815_at	38	A	0.129639	
257816_at	2088.1	P	0.000244	
257817_at	859.9	P	0.001953	
257869_at	125.4	P	0.023926	
257819_at	29.5	A	0.246094	
257821_at	30.9	A	0.432373	
257835_at	53.3	A	0.466064	
257836_at	4.7	A	0.888428	
257823_at	160.9	A	0.366211	
257837_at	67.3	A	0.19458	
257838_at	65.2	P	0.018555	
257820_at	1073.5	P	0.000244	
257822_at	793.3	P	0.000244	
257840_at	38.8	A	0.334473	
257841_at	12.7	A	0.665527	
257811_at	59.4	A	0.366211	
257824_at	74.5	A	0.149658	
257956_at	93.8	A	0.111572	
257908_at	855.5	P	0.000732	
257934_at	68.3	P	0.037598	
257935_at	6.5	A	0.870361	
257936_at	3.6	A	0.870361	
