ID_REF	VALUE	ABS_CALL	Detection p-value	
264452_at	219.7	P	0.00293	
264406_at	711	P	0.000244	
264453_at	8	A	0.753906	
264468_at	693.6	P	0.000244	
264454_at	125.2	P	0.001221	
264455_at	81	A	0.303711	
264434_at	535.7	P	0.001953	
264464_at	401.2	P	0.00293	
264435_at	973.2	P	0.000244	
264436_at	482.1	P	0.000244	
264466_at	175.9	P	0.001953	
264456_at	420.1	P	0.000244	
264457_at	8.8	A	0.753906	
264458_at	620.9	P	0.001221	
263234_at	7.9	A	0.601074	
263235_at	536.4	P	0.000244	
263211_at	7.4	A	0.533936	
263236_at	2193.8	P	0.008057	
263208_at	38	A	0.246094	
263255_at	528.7	P	0.000244	
263256_at	2079.2	P	0.000244	
263212_at	530.5	P	0.000244	
263257_at	4.5	A	0.850342	
263209_at	1178.7	P	0.000244	
257450_at	5.2	A	0.753906	
263258_at	116.2	A	0.111572	
263207_at	57.1	A	0.432373	
263259_at	96.9	A	0.398926	
263260_at	210.3	P	0.005859	
263261_at	274.1	P	0.00415	
263210_at	15.9	A	0.19458	
263206_at	2407	P	0.000244	
263237_at	120.4	P	0.005859	
261830_at	5.4	A	0.870361	
261831_at	2827.6	P	0.000244	
261834_at	334.6	P	0.023926	
261832_at	321.4	P	0.000732	
257477_at	440	P	0.000244	
261833_at	2996.9	P	0.000244	
261829_at	3.1	A	0.99585	
262788_at	108.6	A	0.19458	
262762_at	583.1	P	0.001953	
262792_at	59.6	A	0.095215	
262761_at	308	P	0.001221	
262787_at	153.8	P	0.018555	
262786_at	388.5	P	0.000732	
262785_at	49.7	A	0.27417	
262784_at	4571.6	P	0.000244	
262760_at	61.2	A	0.246094	
262758_at	248.1	P	0.023926	
262759_at	25.1	A	0.246094	
262789_at	12.1	A	0.80542	
262791_at	769.1	P	0.000244	
262790_at	1514.2	P	0.000244	
262783_at	242.9	P	0.000244	
260469_at	306.4	P	0.030273	
260473_at	46.8	A	0.303711	
260467_at	76	M	0.056152	
260466_at	350.5	P	0.000244	
260465_at	739.5	P	0.000244	
260464_at	144.7	P	0.046143	
260463_at	287.1	P	0.00293	
260480_at	814.2	P	0.005859	
260482_at	2345.4	P	0.000244	
260481_at	7605.5	P	0.000244	
260462_at	185.5	A	0.067627	
260461_at	110.6	A	0.432373	
260472_at	115.3	P	0.030273	
260483_at	11.8	A	0.850342	
260479_at	343.6	P	0.001953	
260478_at	46.1	A	0.601074	
260477_at	288.7	P	0.030273	
260476_at	291.2	P	0.000244	
260471_at	24.6	A	0.111572	
260475_at	46	A	0.095215	
260474_at	328.1	P	0.010742	
260468_at	77.7	P	0.00293	
260470_at	98.2	A	0.303711	
262479_at	125.8	P	0.000244	
262451_at	295.5	P	0.000244	
262449_at	58.4	M	0.056152	
262478_at	109.5	P	0.005859	
262454_at	103.3	P	0.037598	
262457_at	1027.1	P	0.000244	
262452_at	561.2	P	0.005859	
262477_at	10.1	A	0.80542	
262453_at	490.6	P	0.000244	
262511_at	31.7	A	0.432373	
262456_at	1814.1	P	0.000244	
262510_at	16.6	A	0.780518	
262458_at	581.4	P	0.000732	
262509_at	164.7	A	0.149658	
262508_at	92	P	0.023926	
262455_at	2821.6	P	0.000244	
262450_at	237.4	M	0.056152	
262507_at	555.6	P	0.000244	
262480_at	73.9	A	0.111572	
261873_at	451.8	P	0.000732	
261828_at	559.3	P	0.001953	
261849_at	2	A	0.904785	
261822_at	269.7	P	0.037598	
261818_at	123.7	A	0.095215	
261823_at	160.2	P	0.00293	
261819_at	298.2	P	0.005859	
261820_at	83.2	P	0.01416	
261824_at	4626.5	P	0.000244	
261871_at	411.5	P	0.000244	
261868_s_at	39.4	A	0.398926	
261869_at	7.1	A	0.5	
261827_at	245.2	P	0.001221	
261872_s_at	408.6	P	0.000244	
261821_at	1300.7	P	0.008057	
261846_at	155.3	A	0.080566	
261825_at	617	P	0.000732	
261847_at	55.7	A	0.095215	
261870_at	81.4	A	0.129639	
261826_at	478.2	P	0.000732	
261848_at	4	A	0.696289	
262819_at	271.5	P	0.00293	
262815_at	12.8	A	0.665527	
262822_at	141.9	P	0.023926	
262824_at	4115.3	P	0.000244	
262814_at	508.5	P	0.000732	
262813_at	182	P	0.00293	
262820_at	1245	P	0.000732	
262812_at	21.1	A	0.246094	
262811_at	76.4	A	0.080566	
262810_at	44	A	0.149658	
262809_at	610.9	P	0.005859	
262808_at	60.2	A	0.149658	
262807_at	77.7	A	0.334473	
262823_at	2482.5	P	0.000244	
262818_at	188.1	P	0.001953	
262817_at	7	A	0.5	
262816_at	346.6	P	0.001953	
262825_at	703	P	0.000732	
262821_at	249.6	P	0.000732	
264397_at	734.5	P	0.000244	
264372_at	3618.2	P	0.000244	
264343_at	607.9	P	0.00293	
264394_at	7694.4	P	0.000244	
264350_at	653.7	P	0.000244	
264393_at	49.1	A	0.095215	
264373_at	1673.7	P	0.000244	
264392_at	111.8	P	0.001953	
264344_at	5995.4	P	0.000244	
264345_at	32.4	A	0.533936	
264391_at	5.8	A	0.870361	
264349_at	1409.2	P	0.000244	
257422_at	120.8	P	0.010742	
264390_at	111.9	P	0.008057	
264389_at	258.3	P	0.023926	
264388_at	7.2	A	0.633789	
264387_at	26.4	A	0.567627	
264386_at	935.3	P	0.000244	
264346_at	3.7	A	0.780518	
264385_at	509.7	P	0.001953	
257421_at	7.8	A	0.753906	
264347_at	11.8	A	0.466064	
264396_at	546.2	P	0.001953	
264395_at	38.3	A	0.366211	
264342_at	77.8	P	0.001221	
264371_at	18758.2	P	0.000244	
264370_at	70.9	A	0.246094	
264348_at	1198.7	P	0.000732	
260995_at	519.9	P	0.000244	
260994_at	14.4	A	0.665527	
260993_at	1000.4	P	0.000244	
260992_at	2.3	A	0.870361	
260991_at	70.2	A	0.219482	
260990_at	8.1	A	0.850342	
261024_at	34.1	A	0.303711	
261023_at	198.1	P	0.00415	
260996_at	80.5	A	0.080566	
260966_at	241	P	0.000244	
260967_at	747.3	P	0.000244	
260969_at	1384.1	P	0.000244	
260968_at	829.3	P	0.000244	
261022_at	96.9	A	0.219482	
259519_at	547.1	P	0.000244	
259535_at	169.6	P	0.023926	
259534_at	114.5	A	0.171387	
259538_at	1624.6	P	0.000244	
259520_at	90.6	A	0.080566	
259528_at	119	P	0.000732	
257513_s_at	391.1	P	0.000732	
259512_at	777.7	P	0.000244	
259537_at	84.2	P	0.023926	
259529_at	362.8	P	0.001953	
259521_at	3306.2	P	0.000244	
259513_at	263	P	0.000244	
259530_at	219.8	P	0.001221	
259531_at	121.9	A	0.19458	
259532_at	467.8	P	0.000244	
259514_at	134.8	P	0.010742	
259522_at	10.3	A	0.696289	
259523_at	706.4	P	0.000244	
259511_at	347.6	P	0.000244	
259533_at	450.3	P	0.001953	
259524_at	185.2	P	0.037598	
259525_at	53.6	A	0.466064	
259526_at	178.7	P	0.01416	
259484_at	337.7	P	0.000244	
259527_at	4.3	A	0.398926	
255937_at	6	A	0.870361	
255938_at	26.2	A	0.303711	
255927_at	78.5	A	0.601074	
255928_at	649.3	P	0.001953	
255929_at	252.6	P	0.001221	
255930_at	21.8	A	0.432373	
255936_at	406.5	P	0.001221	
255935_at	70.7	A	0.246094	
255931_at	842.9	P	0.000244	
255932_at	89.8	A	0.129639	
255939_at	384.2	P	0.000244	
255934_at	5.6	A	0.870361	
255933_at	429.8	P	0.000244	
261194_at	40.9	A	0.067627	
261211_at	593.5	P	0.000244	
261205_at	155	P	0.001953	
261206_at	3058.2	P	0.000244	
261209_at	370.3	P	0.001221	
261195_at	644.7	P	0.001221	
261207_at	253.2	P	0.000244	
261210_at	3670.9	P	0.000244	
261203_at	1306.2	P	0.000244	
261201_at	1556.9	P	0.000244	
261196_at	832.7	P	0.000732	
261212_at	200.9	P	0.000732	
261197_at	17732.7	P	0.000244	
261202_at	751.1	P	0.000732	
261208_at	331.1	P	0.000244	
261198_at	76.8	A	0.219482	
261199_at	80.2	A	0.633789	
261200_at	28.5	A	0.334473	
261213_at	156.4	P	0.023926	
262768_at	759.8	P	0.001953	
262775_at	444	P	0.00415	
262776_at	483.4	P	0.000732	
262777_at	244.7	P	0.00293	
257465_at	74.4	A	0.466064	
262778_at	108.2	A	0.111572	
262781_s_at	3513.1	P	0.000244	
262779_at	75	A	0.219482	
262826_at	448.5	P	0.000244	
262780_at	642.3	P	0.000244	
262827_at	87.3	A	0.246094	
262793_at	2062.6	P	0.000244	
262794_at	413.9	P	0.001221	
262795_at	7	A	0.366211	
262764_at	42.6	A	0.398926	
262765_at	20.3	A	0.466064	
262766_at	265.3	P	0.005859	
262767_at	380.6	P	0.000732	
262769_at	258.1	P	0.00293	
262770_at	391.4	P	0.005859	
262782_at	136.7	P	0.010742	
262771_at	45.1	A	0.567627	
262772_at	1599.6	P	0.000244	
262773_at	148.1	A	0.129639	
262774_at	28.2	A	0.398926	
259358_at	461	P	0.001221	
259364_at	443.3	P	0.00415	
259363_at	1878	P	0.000244	
259366_at	1120.3	P	0.000244	
257515_at	60.7	A	0.19458	
259365_at	33.8	A	0.398926	
259360_at	3.8	A	0.904785	
259407_at	1280	P	0.000244	
259409_at	8.7	A	0.432373	
259410_at	188.4	P	0.008057	
259362_s_at	433.2	P	0.000244	
259387_at	3.6	A	0.870361	
259357_at	728.3	P	0.001953	
259386_at	89.4	A	0.219482	
259411_at	93.5	A	0.111572	
259388_at	13.8	A	0.80542	
259361_at	15664.1	P	0.000244	
259412_at	299.5	P	0.000244	
259359_at	247.2	P	0.000732	
259385_at	1331.1	P	0.000244	
256103_at	2.8	A	0.828613	
256134_at	2411.3	P	0.000244	
256133_at	373.9	P	0.023926	
256157_at	214.4	A	0.067627	
256158_at	23.2	A	0.171387	
256131_at	73.1	P	0.023926	
256132_at	4.8	A	0.665527	
256095_at	31.9	A	0.533936	
256071_at	255.4	P	0.000244	
256096_at	479.1	P	0.000244	
256097_at	41.9	A	0.466064	
256102_at	0.8	A	0.888428	
256068_at	433.5	P	0.000244	
256098_at	119.3	A	0.334473	
256099_at	187.6	A	0.129639	
256070_at	301.4	P	0.037598	
256069_at	139.2	P	0.010742	
256100_at	1078.1	P	0.000244	
256101_at	3.1	A	0.953857	
259448_at	51.2	A	0.111572	
259449_at	14.7	A	0.633789	
259422_at	135.1	P	0.001221	
259424_at	129.6	P	0.037598	
259450_at	276.2	P	0.010742	
259423_at	318.4	P	0.000244	
259451_at	1.4	A	0.969727	
259420_at	544.5	P	0.000244	
259421_at	175.2	A	0.149658	
262662_at	82.9	A	0.129639	
262609_at	17158.5	P	0.000244	
262663_at	281.5	P	0.000732	
262615_at	242.6	P	0.018555	
262613_at	145.2	P	0.018555	
262664_at	103.3	P	0.001953	
262614_at	527.9	P	0.000244	
262607_at	1355.1	P	0.000244	
262660_at	1348.9	P	0.000244	
262647_at	367.6	P	0.037598	
262648_at	1304.8	P	0.000244	
262649_at	88	P	0.046143	
262611_at	220.5	P	0.037598	
262665_at	59.2	A	0.398926	
262666_at	7.6	A	0.753906	
262650_at	64.7	A	0.067627	
262651_at	53	A	0.171387	
262652_at	6.8	A	0.753906	
262608_at	1.3	A	0.870361	
262653_at	168.3	P	0.001221	
262610_at	364.9	P	0.01416	
262612_at	2737.1	P	0.000244	
262654_at	147.8	A	0.466064	
262655_s_at	21.9	A	0.432373	
262656_at	402.2	P	0.00293	
262657_at	416.4	P	0.001953	
262658_at	9.3	A	0.665527	
262659_at	86.3	P	0.01416	
262661_s_at	417	P	0.000244	
261481_at	143.6	P	0.001953	
261483_at	2063.2	P	0.000244	
261480_at	489.8	P	0.00293	
261492_at	724.4	P	0.000244	
261524_at	229.7	P	0.001953	
261477_at	369	P	0.000244	
261490_at	14893	P	0.000244	
261525_at	151.2	P	0.046143	
261487_at	204.8	P	0.001953	
261488_at	1177.4	P	0.000244	
261491_at	178.3	P	0.00293	
261485_at	1115.9	P	0.000244	
261526_at	298.4	P	0.001953	
261479_at	239.2	P	0.000244	
261527_at	21.3	A	0.601074	
261484_at	3346.8	P	0.000244	
261493_at	1031.4	P	0.000244	
261528_at	4.8	A	0.780518	
261529_at	9.4	A	0.696289	
261502_at	160.7	P	0.000732	
261489_at	1400.2	P	0.000732	
261471_at	248.1	P	0.00293	
261472_at	33.4	A	0.398926	
261476_at	109.7	P	0.005859	
261473_at	34.3	A	0.753906	
261486_at	1207	P	0.000244	
261478_at	82.7	P	0.046143	
261482_at	166	P	0.010742	
261474_at	76.9	A	0.171387	
261475_at	31.2	A	0.246094	
260777_at	260.6	P	0.030273	
260782_at	1034.1	P	0.000732	
260776_at	340.2	P	0.001953	
260780_at	1442.9	P	0.000244	
260781_at	528.1	P	0.000244	
260778_at	86.8	A	0.19458	
260779_at	301.8	P	0.001221	
262835_at	90.1	A	0.27417	
262846_at	2823	P	0.000244	
262836_at	26.5	A	0.366211	
262848_at	649.8	P	0.000244	
262843_at	8.1	A	0.932373	
262834_at	144.7	A	0.067627	
262830_at	367.9	P	0.000244	
262849_at	539.4	P	0.01416	
262842_at	1033.9	P	0.000244	
262831_at	95.3	A	0.111572	
262845_at	354.5	P	0.000732	
262833_at	21.2	A	0.398926	
262886_at	114.5	A	0.303711	
262839_at	53.4	A	0.095215	
262887_at	106.6	P	0.030273	
262888_at	272	P	0.000732	
262889_at	53.2	A	0.27417	
262841_at	2794.3	P	0.000244	
257463_at	478	P	0.005859	
262837_at	677.8	P	0.000244	
262847_at	198.9	P	0.01416	
262890_at	352.8	P	0.005859	
262832_s_at	14286.5	P	0.000244	
262844_at	461.7	P	0.000732	
262840_at	303.2	P	0.00293	
262856_at	334.7	P	0.000732	
262850_at	1337	P	0.000244	
262857_at	14.5	A	0.567627	
262858_at	20.4	A	0.567627	
262828_at	119.7	A	0.080566	
262838_at	49.2	A	0.334473	
262829_at	107.1	A	0.246094	
260714_at	3019.3	P	0.000244	
260738_at	283	P	0.001221	
260739_at	222.9	P	0.000244	
260744_at	97.9	P	0.023926	
260740_at	223.2	P	0.046143	
260743_at	8.5	A	0.904785	
260741_at	8.4	A	0.98584	
260742_at	44.7	A	0.129639	
262604_at	446.8	P	0.001221	
262596_at	48.4	A	0.246094	
262590_at	253.6	M	0.056152	
262583_at	204.6	A	0.149658	
262593_at	2480.9	P	0.000244	
262588_at	1085.9	P	0.001953	
262572_at	3083.7	P	0.000244	
262589_s_at	36.4	A	0.219482	
262605_at	129.2	P	0.00415	
262569_at	384.2	P	0.000244	
262606_at	12.4	A	0.828613	
262570_at	324.8	P	0.000732	
262575_at	126.5	A	0.171387	
262591_at	70	A	0.246094	
262574_at	376.6	P	0.018555	
262594_at	438.4	P	0.001221	
262598_at	670.9	P	0.000244	
262602_at	685.4	P	0.000244	
262576_at	451.3	P	0.000732	
262577_at	957.3	P	0.000244	
262578_at	17.2	A	0.5	
262601_at	88.1	P	0.01416	
262579_at	27.6	A	0.303711	
262580_at	132.1	P	0.01416	
262600_at	480.3	P	0.000244	
262599_at	424.3	P	0.00415	
262595_at	13.6	A	0.870361	
262581_at	1353.9	P	0.000244	
262603_at	42.6	A	0.19458	
262573_at	435.8	P	0.000244	
262592_at	857.6	P	0.000244	
262582_at	257.6	P	0.046143	
262544_at	692.6	P	0.000244	
262571_at	270.6	P	0.000244	
262584_at	613.3	P	0.000244	
262585_at	166.4	A	0.334473	
262597_at	439.8	P	0.000732	
262586_at	69.6	A	0.5	
262587_at	130.6	P	0.023926	
261767_s_at	1490.1	P	0.000244	
261762_at	208.8	P	0.000732	
261763_at	238.8	P	0.008057	
261764_at	37.4	A	0.398926	
261768_at	296.5	P	0.008057	
261765_at	255	P	0.00415	
261766_at	53.2	A	0.398926	
261759_at	38.1	A	0.398926	
261760_at	101.9	P	0.037598	
257480_at	14	A	0.828613	
261761_at	397.3	P	0.001953	
259502_at	279.8	P	0.01416	
259504_at	12979.9	P	0.000244	
259485_at	135.3	P	0.000732	
259486_at	481	P	0.001953	
259487_at	112.1	M	0.056152	
259499_at	1494.8	P	0.000244	
259500_at	1130	P	0.000244	
259501_at	1231	P	0.000244	
259488_at	531.1	P	0.000244	
259489_at	219.9	P	0.001953	
259490_at	100.2	P	0.000244	
259505_at	360.7	P	0.000244	
259491_at	23753.3	P	0.000244	
259492_at	23.1	A	0.366211	
259493_at	91.7	P	0.010742	
259494_at	42.7	A	0.27417	
259497_at	321	P	0.000244	
259503_at	58.9	A	0.171387	
259498_at	609.2	P	0.000244	
259495_at	154.6	P	0.023926	
259496_at	17.7	A	0.72583	
261837_s_at	119.1	P	0.000732	
261841_at	396.9	P	0.000244	
261789_at	6515.6	P	0.000244	
261844_at	142	P	0.001221	
261792_at	2295.5	P	0.000244	
261845_at	179.2	A	0.095215	
261788_at	3796.1	P	0.000244	
261786_at	52.3	A	0.334473	
261790_at	554.1	P	0.000244	
261795_at	970.7	P	0.000244	
261787_at	437.7	P	0.001953	
261838_at	119.1	A	0.149658	
261839_at	149	P	0.001221	
261835_at	69.6	A	0.219482	
261794_at	171.4	P	0.00293	
261840_at	124.1	P	0.000244	
261793_at	1307	P	0.005859	
261836_at	129.8	P	0.023926	
257478_at	41.4	A	0.27417	
257479_at	36.6	A	0.466064	
261842_at	60.5	P	0.00293	
261791_at	484.6	P	0.001221	
261843_at	5480.9	P	0.000244	
262708_at	196	P	0.00415	
262710_at	969.4	P	0.000244	
262702_at	40	A	0.219482	
262709_at	1312.4	P	0.000244	
262705_at	810.7	P	0.000244	
262706_at	531.6	P	0.000244	
262707_at	132.7	P	0.030273	
262751_at	86.8	A	0.095215	
262752_at	90.8	P	0.046143	
262753_at	357	A	0.067627	
262754_at	1334.3	P	0.000244	
262755_at	50	A	0.5	
262756_at	95.9	A	0.398926	
262757_at	3.9	A	0.969727	
262730_at	158	A	0.080566	
262717_s_at	509.2	P	0.000732	
262731_at	79.3	P	0.01416	
262714_s_at	454.2	P	0.00293	
262732_at	17.3	A	0.72583	
262712_at	1369.5	P	0.000244	
262716_at	1976	P	0.000244	
262701_at	59.6	A	0.19458	
262715_at	78	A	0.080566	
262711_at	187.4	P	0.001953	
262703_at	404.1	P	0.000244	
262713_at	177.3	P	0.008057	
262704_at	82.1	A	0.398926	
246325_at	147.4	P	0.023926	
246320_at	1408.4	P	0.000244	
246351_at	431	P	0.000244	
246326_at	144.8	P	0.01416	
246324_at	882.9	P	0.000732	
246321_at	40.6	P	0.023926	
246350_at	173.3	P	0.046143	
246327_at	410.2	P	0.000244	
246322_at	266.8	P	0.00415	
246323_at	163.9	A	0.149658	
255768_at	65.9	A	0.366211	
255762_at	351.8	P	0.010742	
255764_at	2209.7	P	0.000244	
255763_at	35.2	A	0.696289	
255767_at	1215.4	P	0.000244	
255766_at	344.6	P	0.000732	
255765_at	81.6	A	0.533936	
255761_at	53.4	A	0.398926	
255760_at	294.5	P	0.000732	
255759_at	264.5	P	0.023926	
255758_at	62.9	A	0.19458	
256113_at	1319.1	P	0.000244	
256111_at	34.9	A	0.303711	
256107_at	21.3	A	0.5	
256117_at	803.9	P	0.000244	
256114_at	30.1	A	0.567627	
256116_at	393	P	0.000732	
256106_at	1020	P	0.001221	
256115_at	7428.2	P	0.000244	
256110_at	503.3	P	0.001953	
256105_at	8.2	A	0.601074	
256112_at	1120.7	P	0.000244	
256108_at	92.6	P	0.030273	
256109_at	30.5	A	0.601074	
256118_at	289.9	P	0.000732	
256104_at	28.5	A	0.72583	
262535_at	4.1	A	0.696289	
262527_at	5.1	A	0.962402	
262482_at	4.6	A	0.567627	
262534_at	147.9	A	0.246094	
262526_at	478.9	P	0.000244	
262525_at	35.6	A	0.601074	
262524_at	266.9	P	0.001221	
262481_at	2274.1	P	0.000244	
262533_at	116.8	A	0.129639	
262536_at	2318	P	0.000244	
262523_at	629.9	P	0.000244	
262522_at	487	P	0.008057	
262521_at	444	P	0.000732	
262538_at	212.3	P	0.000732	
262512_at	259.3	P	0.000244	
262520_at	18	A	0.633789	
262519_at	405	P	0.008057	
262518_at	59.5	A	0.149658	
262517_at	38.8	A	0.19458	
262516_at	132.3	P	0.000244	
262539_at	1674.5	P	0.000244	
262532_at	502.8	P	0.000244	
262483_at	4868.9	P	0.000244	
262531_at	120.3	A	0.111572	
262530_at	127.8	A	0.095215	
262529_at	232.4	A	0.095215	
262528_at	69.2	A	0.080566	
262537_s_at	1267.1	P	0.000244	
260847_s_at	5502.1	P	0.000244	
260846_at	16.9	A	0.601074	
260845_at	21.2	A	0.567627	
261029_at	93	P	0.005859	
261060_at	289.2	P	0.000244	
261087_at	379.6	P	0.001953	
261031_at	505.2	P	0.000244	
261040_at	1067.6	P	0.000244	
261033_at	95.1	A	0.111572	
261035_at	1.1	A	0.981445	
261030_at	200.1	P	0.030273	
261037_at	174.4	P	0.037598	
261032_at	365.5	P	0.000732	
261041_at	693.5	P	0.000244	
261034_s_at	101.2	P	0.005859	
261039_at	194.2	P	0.00415	
261086_at	241.2	P	0.023926	
261036_at	1225.1	P	0.000244	
261085_at	109.2	A	0.149658	
261038_at	311.9	P	0.005859	
260731_at	410.4	P	0.000732	
260682_at	399.9	P	0.001221	
260732_at	143.7	A	0.095215	
260687_at	378.3	P	0.00415	
260737_at	46.4	A	0.366211	
260710_at	43.3	A	0.601074	
260712_at	320.1	P	0.000244	
260683_at	241.4	P	0.005859	
260711_at	284.3	P	0.000244	
260684_at	218.9	A	0.246094	
260734_at	245.2	M	0.056152	
260735_at	232.6	P	0.005859	
260713_at	1.8	A	0.888428	
260686_at	511.5	P	0.005859	
260736_at	117.4	A	0.111572	
260733_at	99.2	A	0.171387	
260685_at	1027.3	P	0.00415	
260688_at	192.9	P	0.005859	
259397_at	144.2	P	0.000244	
259406_at	915.7	P	0.001221	
259398_at	266.5	P	0.010742	
259399_at	63.5	P	0.030273	
259404_at	560.3	P	0.000244	
259402_at	861.5	P	0.000244	
259405_at	8.5	A	0.72583	
259403_at	1367.1	P	0.000244	
259400_at	45.7	A	0.334473	
259401_at	239.1	P	0.01416	
255906_at	183.6	A	0.080566	
255896_at	49.3	A	0.27417	
255905_at	19.4	A	0.601074	
255900_at	46.8	A	0.398926	
255889_at	1362.5	P	0.000244	
255890_at	398.4	P	0.000244	
255904_at	401	P	0.00293	
255891_at	198	P	0.037598	
255902_at	6324	P	0.000244	
255901_at	658.8	P	0.000732	
255897_at	6.8	A	0.296875	
255892_at	23.5	A	0.633789	
255907_at	102.8	P	0.030273	
255898_at	350.2	P	0.000732	
255903_at	3.5	A	0.904785	
255893_at	49	A	0.533936	
255899_at	298.1	P	0.000244	
255894_at	389.9	P	0.008057	
255895_at	1451.4	P	0.000244	
255908_s_at	426.8	P	0.000244	
255910_at	238.3	P	0.000732	
255909_at	229.6	P	0.00415	
256126_at	7.4	A	0.850342	
256076_at	1885.5	P	0.000244	
256119_at	1442.9	P	0.000244	
256072_at	9724.1	P	0.000244	
256077_at	241.7	P	0.000244	
256073_at	34.5	A	0.398926	
256120_at	36.9	A	0.246094	
256128_at	47.6	A	0.067627	
256075_at	848.1	P	0.000244	
256121_at	709.6	P	0.000244	
256130_at	583.5	P	0.001221	
256122_at	147.5	A	0.080566	
256123_at	155.9	P	0.001953	
256127_at	86.3	P	0.005859	
256129_at	1356.4	P	0.000244	
256124_at	3	A	0.919434	
256125_at	1408	P	0.000732	
256074_at	1017.5	P	0.001953	
261674_at	435.3	P	0.010742	
261673_at	105.3	A	0.334473	
261675_at	10.6	A	0.780518	
261665_at	1.4	A	0.932373	
261664_s_at	235.3	P	0.005859	
261663_at	709.4	P	0.000244	
261671_at	512.4	P	0.030273	
261662_at	78	A	0.27417	
261661_at	1119.9	P	0.000244	
261660_at	340.7	P	0.000244	
261719_at	114.5	P	0.00415	
261718_at	476.4	P	0.001221	
261717_at	175.4	P	0.000244	
261716_at	2.9	A	0.989258	
261666_at	369.7	P	0.000244	
261672_at	873.3	P	0.000244	
261667_at	420.6	P	0.000244	
261677_at	968.2	P	0.000732	
261676_at	441.9	P	0.001221	
261715_at	132.1	M	0.056152	
261669_at	495	P	0.01416	
261668_at	973.3	P	0.000244	
261714_at	10.3	A	0.696289	
261670_at	73.4	A	0.19458	
255772_at	1.3	A	0.969727	
255776_at	6359.9	P	0.000244	
255771_at	11	A	0.696289	
255770_at	77.8	A	0.111572	
255753_at	383.1	P	0.000244	
255780_at	427.8	P	0.046143	
255773_at	1394.7	P	0.000244	
255775_at	295.5	P	0.001953	
255769_at	129.2	P	0.001953	
255774_at	690.3	P	0.000244	
255777_at	490.9	P	0.000732	
255778_at	364.6	P	0.000244	
255779_at	680.7	P	0.000244	
261376_at	483.2	P	0.000244	
261427_at	186	P	0.018555	
261426_at	89.4	A	0.334473	
261404_at	78.4	P	0.030273	
261424_at	666.9	P	0.000244	
261431_at	43.2	A	0.466064	
261379_at	2996.7	P	0.000244	
261422_at	2378.1	P	0.000732	
261405_at	623.3	P	0.000244	
261423_at	176.1	A	0.095215	
261406_at	396.5	P	0.000244	
261407_at	270.4	P	0.023926	
261430_at	39.3	A	0.466064	
261421_at	309	P	0.000244	
261377_at	380.1	P	0.000244	
261429_at	39.4	A	0.366211	
261428_at	141.8	P	0.008057	
261425_at	244	P	0.000244	
261378_at	298.1	P	0.000244	
259461_at	316.7	A	0.095215	
259472_at	131.9	P	0.046143	
259462_at	20.6	A	0.567627	
259463_at	89.3	P	0.01416	
259481_at	72.3	A	0.334473	
259478_at	11.4	A	0.780518	
259464_at	14.7	A	0.5	
259476_at	1432.6	P	0.000244	
259480_at	230.5	P	0.000244	
259479_at	335	P	0.001221	
259473_at	171.7	A	0.080566	
259465_at	8	A	0.753906	
259471_at	38.6	A	0.303711	
259466_at	1017.4	P	0.000244	
259467_at	46.9	A	0.246094	
259468_at	517.3	P	0.000732	
259482_at	40.6	A	0.366211	
259469_at	117.7	P	0.000244	
259470_at	1164.7	P	0.000244	
259477_at	880	P	0.000244	
259474_at	693.5	P	0.000244	
259475_at	528.1	P	0.000732	
